BIOGUIDE_ID,OFFICE,YEAR,QUARTER,PROGRAM,DESCRIPTION,YTD,AMOUNT
D000399,HON. LLOYD DOGGETT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,26780.87,7648.06
D000399,HON. LLOYD DOGGETT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,122201.26,32841.53
D000399,HON. LLOYD DOGGETT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,15439.22,5152.98
D000399,HON. LLOYD DOGGETT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,57564.45,14647.15
D000399,HON. LLOYD DOGGETT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,25673.38,16809.85
D000399,HON. LLOYD DOGGETT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5449.46,1466.91
D000399,HON. LLOYD DOGGETT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1136538.74,314469.65
D000399,HON. LLOYD DOGGETT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1136538.74,314469.65
D000613,HON. ROBERT J. DOLD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,60325.22,5393.53
D000613,HON. ROBERT J. DOLD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,857714.77,296603.65
D000613,HON. ROBERT J. DOLD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,25732.52,8934.56
D000613,HON. ROBERT J. DOLD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,93257.39,20744.41
D000613,HON. ROBERT J. DOLD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,72162.9,271.9
D000613,HON. ROBERT J. DOLD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,39946.98,9931.98
D000613,HON. ROBERT J. DOLD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7390.44,1378.91
D000613,HON. ROBERT J. DOLD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1565.31,391.35
D000613,HON. ROBERT J. DOLD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1158095.53,343650.29
D000613,HON. ROBERT J. DOLD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1158095.53,343650.29
D000625,"HON. DANIEL M. DONOVAN, JR.",2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3685.21,1020.08
D000625,"HON. DANIEL M. DONOVAN, JR.",2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,952683.85,287827.81
D000625,"HON. DANIEL M. DONOVAN, JR.",2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,58112.16,7819.57
D000625,"HON. DANIEL M. DONOVAN, JR.",2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,119300.51,26372.43
D000625,"HON. DANIEL M. DONOVAN, JR.",2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3312.57,2000
D000625,"HON. DANIEL M. DONOVAN, JR.",2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,29145.24,6429.23
D000625,"HON. DANIEL M. DONOVAN, JR.",2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7401.05,2435.38
D000625,"HON. DANIEL M. DONOVAN, JR.",2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,13538.87,3616.95
D000625,"HON. DANIEL M. DONOVAN, JR.",2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1187179.46,337521.45
D000625,"HON. DANIEL M. DONOVAN, JR.",2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1187179.46,337521.45
D000482,HON. MICHAEL F. DOYLE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2169.64,349.26
D000482,HON. MICHAEL F. DOYLE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,962497.64,241991.66
D000482,HON. MICHAEL F. DOYLE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,16516.1,4460.65
D000482,HON. MICHAEL F. DOYLE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,93801.45,24601.69
D000482,HON. MICHAEL F. DOYLE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,775.6,250
D000482,HON. MICHAEL F. DOYLE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20735,5655
D000482,HON. MICHAEL F. DOYLE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9485.88,3086.44
D000482,HON. MICHAEL F. DOYLE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7164.14,2138.91
D000482,HON. MICHAEL F. DOYLE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1113145.45,282533.61
D000482,HON. MICHAEL F. DOYLE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1113145.45,282533.61
D000622,HON. TAMMY DUCKWORTH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2497.18,286.76
D000622,HON. TAMMY DUCKWORTH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,906287.41,276615.36
D000622,HON. TAMMY DUCKWORTH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,24908.21,3695.01
D000622,HON. TAMMY DUCKWORTH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,75574.69,20022.44
D000622,HON. TAMMY DUCKWORTH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,19059.5,959.41
D000622,HON. TAMMY DUCKWORTH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20785,5655
D000622,HON. TAMMY DUCKWORTH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4450.09,926.91
D000622,HON. TAMMY DUCKWORTH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3896.76,1117.29
D000622,HON. TAMMY DUCKWORTH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1057458.84,309278.18
D000622,HON. TAMMY DUCKWORTH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1057458.84,309278.18
D000614,HON. SEAN P. DUFFY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,8482.7,718.49
D000614,HON. SEAN P. DUFFY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,819792.56,243941.59
D000614,HON. SEAN P. DUFFY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,73824.75,14180.36
D000614,HON. SEAN P. DUFFY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,76257.81,16735.51
D000614,HON. SEAN P. DUFFY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,9783.98,849.19
D000614,HON. SEAN P. DUFFY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,28735.99,6553.91
D000614,HON. SEAN P. DUFFY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13995.69,3254.5
D000614,HON. SEAN P. DUFFY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4704,1176
D000614,HON. SEAN P. DUFFY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1035577.48,287409.55
D000614,HON. SEAN P. DUFFY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1035577.48,287409.55
D000615,HON. JEFF DUNCAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,4615.76,650.84
D000615,HON. JEFF DUNCAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,952285.28,280053.65
D000615,HON. JEFF DUNCAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,81731.37,19549.08
D000615,HON. JEFF DUNCAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,56000.02,13974.36
D000615,HON. JEFF DUNCAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3908.76,464.45
D000615,HON. JEFF DUNCAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21375,5975
D000615,HON. JEFF DUNCAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,23030.98,18423.02
D000615,HON. JEFF DUNCAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,15185.55,3249.45
D000615,HON. JEFF DUNCAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1158132.72,342339.85
D000615,HON. JEFF DUNCAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1158132.72,342339.85
D000533,"HON. JOHN J. DUNCAN, JR.",2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,89721.85,620.11
D000533,"HON. JOHN J. DUNCAN, JR.",2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,858993.9,229016.68
D000533,"HON. JOHN J. DUNCAN, JR.",2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,43517.04,11578.09
D000533,"HON. JOHN J. DUNCAN, JR.",2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,82590.52,20718.45
D000533,"HON. JOHN J. DUNCAN, JR.",2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,39067.65,36807.35
D000533,"HON. JOHN J. DUNCAN, JR.",2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,44639.68,11190.48
D000533,"HON. JOHN J. DUNCAN, JR.",2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,14868.43,3543.71
D000533,"HON. JOHN J. DUNCAN, JR.",2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4702.69,670.5
D000533,"HON. JOHN J. DUNCAN, JR.",2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1178101.76,314145.37
D000533,"HON. JOHN J. DUNCAN, JR.",2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1178101.76,314145.37
E000290,HON. DONNA F. EDWARDS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,26250.11,598.28
E000290,HON. DONNA F. EDWARDS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,880850.87,257971.82
E000290,HON. DONNA F. EDWARDS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4110.49,302.95
E000290,HON. DONNA F. EDWARDS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,105233.93,23240.85
E000290,HON. DONNA F. EDWARDS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,24867.93,2102.2
E000290,HON. DONNA F. EDWARDS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25412.82,5224.67
E000290,HON. DONNA F. EDWARDS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,11323.76,4228.64
E000290,HON. DONNA F. EDWARDS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6150.36,1537.59
E000290,HON. DONNA F. EDWARDS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1084200.27,295207
E000290,HON. DONNA F. EDWARDS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1084200.27,295207
E000288,HON. KEITH ELLISON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,457.95,85.81
E000288,HON. KEITH ELLISON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1074540.4,286273.12
E000288,HON. KEITH ELLISON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,33044.42,6844.61
E000288,HON. KEITH ELLISON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,58411.85,14056.76
E000288,HON. KEITH ELLISON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,902.31,280
E000288,HON. KEITH ELLISON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,32514.14,10559.9
E000288,HON. KEITH ELLISON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,11363.81,2680.13
E000288,HON. KEITH ELLISON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3730.66,1116.18
E000288,HON. KEITH ELLISON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1214965.54,321896.51
E000288,HON. KEITH ELLISON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1214965.54,321896.51
E000291,HON. RENEE L. ELLMERS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,4500.64,774.54
E000291,HON. RENEE L. ELLMERS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,882902.2,247051.48
E000291,HON. RENEE L. ELLMERS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,50599.39,13019.28
E000291,HON. RENEE L. ELLMERS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,57192.25,13898.94
E000291,HON. RENEE L. ELLMERS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,8324.87,209.38
E000291,HON. RENEE L. ELLMERS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,35266.24,8055
E000291,HON. RENEE L. ELLMERS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9749.81,1367.48
E000291,HON. RENEE L. ELLMERS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2447.5,445
E000291,HON. RENEE L. ELLMERS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1050982.9,284821.1
E000291,HON. RENEE L. ELLMERS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1050982.9,284821.1
E000294,HON. TOM EMMER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,31777.12,4212.88
E000294,HON. TOM EMMER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,903180.85,223423.67
E000294,HON. TOM EMMER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,73277.2,19431.53
E000294,HON. TOM EMMER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,74654.08,20041.27
E000294,HON. TOM EMMER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,8971.3,835.56
E000294,HON. TOM EMMER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,39562.38,10563.45
E000294,HON. TOM EMMER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7370.73,1050.27
E000294,HON. TOM EMMER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,27302.29,17529.11
E000294,HON. TOM EMMER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1166095.95,297087.74
E000294,HON. TOM EMMER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1166095.95,297087.74
E000179,HON. ELIOT L. ENGEL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,7093.07,3586.49
E000179,HON. ELIOT L. ENGEL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,797536.86,216899.98
E000179,HON. ELIOT L. ENGEL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17694.47,2092.52
E000179,HON. ELIOT L. ENGEL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,131938.11,44004.69
E000179,HON. ELIOT L. ENGEL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2084.02,1325
E000179,HON. ELIOT L. ENGEL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,29169.2,8359.2
E000179,HON. ELIOT L. ENGEL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,64146.77,56169.39
E000179,HON. ELIOT L. ENGEL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2100.27,545.25
E000179,HON. ELIOT L. ENGEL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1051762.77,332982.52
E000179,HON. ELIOT L. ENGEL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1051762.77,332982.52
E000215,HON. ANNA G. ESHOO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3287.16,757.86
E000215,HON. ANNA G. ESHOO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,903561.37,224083.35
E000215,HON. ANNA G. ESHOO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,37049.83,10044
E000215,HON. ANNA G. ESHOO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,153257.8,37982.76
E000215,HON. ANNA G. ESHOO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,5016.64,709.96
E000215,HON. ANNA G. ESHOO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,29583.86,7900.88
E000215,HON. ANNA G. ESHOO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15797.71,11428.01
E000215,HON. ANNA G. ESHOO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1945.2,486.3
E000215,HON. ANNA G. ESHOO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1149499.57,293393.12
E000215,HON. ANNA G. ESHOO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1149499.57,293393.12
E000293,HON. ELIZABETH H. ESTY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,40607.74,16204.86
E000293,HON. ELIZABETH H. ESTY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,940881.49,269030.09
E000293,HON. ELIZABETH H. ESTY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,43499.26,11492.68
E000293,HON. ELIZABETH H. ESTY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,70732.85,11820.39
E000293,HON. ELIZABETH H. ESTY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,36662.24,496.56
E000293,HON. ELIZABETH H. ESTY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,27908.61,10542.19
E000293,HON. ELIZABETH H. ESTY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,17178.77,7152.81
E000293,HON. ELIZABETH H. ESTY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,12133.56,3393.67
E000293,HON. ELIZABETH H. ESTY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1189604.52,330133.25
E000293,HON. ELIZABETH H. ESTY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1189604.52,330133.25
E000296,HON. DWIGHT EVANS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,36238.89,36238.89
E000296,HON. DWIGHT EVANS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,5516.47,5516.47
E000296,HON. DWIGHT EVANS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,28,28
E000296,HON. DWIGHT EVANS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6607.33,6607.33
E000296,HON. DWIGHT EVANS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,830.42,830.42
E000296,HON. DWIGHT EVANS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,623.88,623.88
E000296,HON. DWIGHT EVANS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,49844.99,49844.99
E000296,HON. DWIGHT EVANS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,49844.99,49844.99
F000460,HON. BLAKE FARENTHOLD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,77206.3,3013.94
F000460,HON. BLAKE FARENTHOLD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,831974.21,234493.53
F000460,HON. BLAKE FARENTHOLD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,77063.82,18593.82
F000460,HON. BLAKE FARENTHOLD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,85872.97,20406.05
F000460,HON. BLAKE FARENTHOLD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,56932.18,55248.36
F000460,HON. BLAKE FARENTHOLD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,35311.25,6947.06
F000460,HON. BLAKE FARENTHOLD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12345.31,2943.94
F000460,HON. BLAKE FARENTHOLD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4032,1008
F000460,HON. BLAKE FARENTHOLD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1180738.04,342654.7
F000460,HON. BLAKE FARENTHOLD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1180738.04,342654.7
F000030,HON. SAM FARR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2184.77,663.24
F000030,HON. SAM FARR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1030976.56,279987.45
F000030,HON. SAM FARR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,48799.02,16694.12
F000030,HON. SAM FARR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,67220.22,16580.42
F000030,HON. SAM FARR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1435.84,212.49
F000030,HON. SAM FARR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,47112.42,14424.98
F000030,HON. SAM FARR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,11731.27,2197.51
F000030,HON. SAM FARR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4546.52,798.83
F000030,HON. SAM FARR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1214006.62,331559.04
F000030,HON. SAM FARR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1214006.62,331559.04
F000043,HON. CHAKA FATTAH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,18692.96,112.16
F000043,HON. CHAKA FATTAH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,688770.82,105660.96
F000043,HON. CHAKA FATTAH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5922.93,229.92
F000043,HON. CHAKA FATTAH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,107416.38,29269.64
F000043,HON. CHAKA FATTAH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,91832.67,0
F000043,HON. CHAKA FATTAH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,26527.67,5422.67
F000043,HON. CHAKA FATTAH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7441.81,434.73
F000043,HON. CHAKA FATTAH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,11421.53,311.94
F000043,HON. CHAKA FATTAH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,958026.77,141442.02
F000043,HON. CHAKA FATTAH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,958026.77,141442.02
F000458,HON. STEPHEN LEE FINCHER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1874.28,352.92
