BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT,
D000600,HON. MARIO DIAZ-BALART,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","30,524.03","30,524.03",
D000600,HON. MARIO DIAZ-BALART,2015,2015Q1,PRINTING AND REPRODUCTION,30.5,30.5,
D000600,HON. MARIO DIAZ-BALART,2015,2015Q1,OTHER SERVICES,"10,679.16","10,679.16",
D000600,HON. MARIO DIAZ-BALART,2015,2015Q1,SUPPLIES AND MATERIALS,565.98,565.98,
D000600,HON. MARIO DIAZ-BALART,2015,2015Q1,EQUIPMENT,755.82,755.82,
D000624,HON. DEBBIE DINGELL,2015,2015Q1,FRANKED MAIL,57.08,57.08,
D000624,HON. DEBBIE DINGELL,2015,2015Q1,PERSONNEL COMPENSATION,"205,533.46","205,533.46",
D000624,HON. DEBBIE DINGELL,2015,2015Q1,TRAVEL,"6,499.77","6,499.77",
D000624,HON. DEBBIE DINGELL,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","37,140.01","37,140.01",
D000624,HON. DEBBIE DINGELL,2015,2015Q1,PRINTING AND REPRODUCTION,"2,016.70","2,016.70",
D000624,HON. DEBBIE DINGELL,2015,2015Q1,OTHER SERVICES,"5,948.70","5,948.70",
D000624,HON. DEBBIE DINGELL,2015,2015Q1,SUPPLIES AND MATERIALS,"6,185.33","6,185.33",
D000624,HON. DEBBIE DINGELL,2015,2015Q1,EQUIPMENT,737.67,737.67,
D000399,HON. LLOYD DOGGETT,2015,2015Q1,FRANKED MAIL,"2,697.28","2,697.28",
D000399,HON. LLOYD DOGGETT,2015,2015Q1,PERSONNEL COMPENSATION,"224,261.55","224,261.55",
D000399,HON. LLOYD DOGGETT,2015,2015Q1,TRAVEL,"3,096.60","3,096.60",
D000399,HON. LLOYD DOGGETT,2015,2015Q1,TRANSPORTATION OF THINGS,5.22,5.22,
D000399,HON. LLOYD DOGGETT,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","30,198.82","30,198.82",
D000399,HON. LLOYD DOGGETT,2015,2015Q1,PRINTING AND REPRODUCTION,179.7,179.7,
D000399,HON. LLOYD DOGGETT,2015,2015Q1,OTHER SERVICES,"3,055.78","3,055.78",
D000399,HON. LLOYD DOGGETT,2015,2015Q1,SUPPLIES AND MATERIALS,"1,634.24","1,634.24",
D000399,HON. LLOYD DOGGETT,2015,2015Q1,EQUIPMENT,"1,190.70","1,190.70",
D000613,HON. ROBERT J. DOLD,2015,2015Q1,FRANKED MAIL,36.37,36.37,
D000613,HON. ROBERT J. DOLD,2015,2015Q1,PERSONNEL COMPENSATION,"202,194.50","202,194.50",
D000613,HON. ROBERT J. DOLD,2015,2015Q1,TRAVEL,"5,285.32","5,285.32",
D000613,HON. ROBERT J. DOLD,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","17,329.10","17,329.10",
D000613,HON. ROBERT J. DOLD,2015,2015Q1,PRINTING AND REPRODUCTION,943.7,943.7,
D000613,HON. ROBERT J. DOLD,2015,2015Q1,OTHER SERVICES,"9,675.00","9,675.00",
D000613,HON. ROBERT J. DOLD,2015,2015Q1,SUPPLIES AND MATERIALS,"3,220.03","3,220.03",
D000613,HON. ROBERT J. DOLD,2015,2015Q1,EQUIPMENT,391.32,391.32,
D000482,HON. MICHAEL F. DOYLE,2015,2015Q1,FRANKED MAIL,481.1,481.1,
D000482,HON. MICHAEL F. DOYLE,2015,2015Q1,PERSONNEL COMPENSATION,"227,446.33","227,446.33",
D000482,HON. MICHAEL F. DOYLE,2015,2015Q1,TRAVEL,"6,350.10","6,350.10",
D000482,HON. MICHAEL F. DOYLE,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","9,492.45","9,492.45",
D000482,HON. MICHAEL F. DOYLE,2015,2015Q1,PRINTING AND REPRODUCTION,41.2,41.2,
D000482,HON. MICHAEL F. DOYLE,2015,2015Q1,OTHER SERVICES,"9,675.00","9,675.00",
D000482,HON. MICHAEL F. DOYLE,2015,2015Q1,SUPPLIES AND MATERIALS,"1,707.42","1,707.42",
D000482,HON. MICHAEL F. DOYLE,2015,2015Q1,EQUIPMENT,"2,042.61","2,042.61",
D000622,HON. TAMMY DUCKWORTH,2015,2015Q1,FRANKED MAIL,223.96,223.96,
D000622,HON. TAMMY DUCKWORTH,2015,2015Q1,PERSONNEL COMPENSATION,"195,803.57","195,803.57",
D000622,HON. TAMMY DUCKWORTH,2015,2015Q1,TRAVEL,"4,410.06","4,410.06",
D000622,HON. TAMMY DUCKWORTH,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","18,289.73","18,289.73",
D000622,HON. TAMMY DUCKWORTH,2015,2015Q1,PRINTING AND REPRODUCTION,"1,591.11","1,591.11",
D000622,HON. TAMMY DUCKWORTH,2015,2015Q1,OTHER SERVICES,"5,655.00","5,655.00",
D000622,HON. TAMMY DUCKWORTH,2015,2015Q1,SUPPLIES AND MATERIALS,864.68,864.68,
D000622,HON. TAMMY DUCKWORTH,2015,2015Q1,EQUIPMENT,926.49,926.49,
D000614,HON. SEAN P. DUFFY,2015,2015Q1,FRANKED MAIL,"1,117.42","1,117.42",
D000614,HON. SEAN P. DUFFY,2015,2015Q1,PERSONNEL COMPENSATION,"198,238.93","198,238.93",
D000614,HON. SEAN P. DUFFY,2015,2015Q1,TRAVEL,"15,259.48","15,259.48",
D000614,HON. SEAN P. DUFFY,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","15,756.90","15,756.90",
D000614,HON. SEAN P. DUFFY,2015,2015Q1,PRINTING AND REPRODUCTION,216.64,216.64,
D000614,HON. SEAN P. DUFFY,2015,2015Q1,OTHER SERVICES,"16,869.86","16,869.86",
D000614,HON. SEAN P. DUFFY,2015,2015Q1,SUPPLIES AND MATERIALS,"3,277.03","3,277.03",
D000614,HON. SEAN P. DUFFY,2015,2015Q1,EQUIPMENT,"4,297.54","4,297.54",
D000615,HON. JEFF DUNCAN,2015,2015Q1,FRANKED MAIL,395.55,395.55,
D000615,HON. JEFF DUNCAN,2015,2015Q1,PERSONNEL COMPENSATION,"197,888.75","197,888.75",
D000615,HON. JEFF DUNCAN,2015,2015Q1,TRAVEL,"17,766.42","17,766.42",
D000615,HON. JEFF DUNCAN,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","15,050.58","15,050.58",
D000615,HON. JEFF DUNCAN,2015,2015Q1,PRINTING AND REPRODUCTION,227.19,227.19,
D000615,HON. JEFF DUNCAN,2015,2015Q1,OTHER SERVICES,"10,620.00","10,620.00",
D000615,HON. JEFF DUNCAN,2015,2015Q1,SUPPLIES AND MATERIALS,"1,199.50","1,199.50",
D000615,HON. JEFF DUNCAN,2015,2015Q1,EQUIPMENT,"1,020.00","1,020.00",
D000533,HON. JOHN J. DUNCAN,JR.,2015,2015Q1,FRANKED MAIL,"19,456.81","19,456.81"
D000533,HON. JOHN J. DUNCAN,JR.,2015,2015Q1,PERSONNEL COMPENSATION,"224,619.99","224,619.99"
D000533,HON. JOHN J. DUNCAN,JR.,2015,2015Q1,TRAVEL,"8,410.32","8,410.32"
D000533,HON. JOHN J. DUNCAN,JR.,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","18,743.01","18,743.01"
D000533,HON. JOHN J. DUNCAN,JR.,2015,2015Q1,PRINTING AND REPRODUCTION,753.99,753.99
D000533,HON. JOHN J. DUNCAN,JR.,2015,2015Q1,OTHER SERVICES,"11,129.24","11,129.24"
D000533,HON. JOHN J. DUNCAN,JR.,2015,2015Q1,SUPPLIES AND MATERIALS,"3,260.31","3,260.31"
D000533,HON. JOHN J. DUNCAN,JR.,2015,2015Q1,EQUIPMENT,"1,306.48","1,306.48"
E000290,HON. DONNA F. EDWARDS,2015,2015Q1,FRANKED MAIL,-9.31,-9.31,
E000290,HON. DONNA F. EDWARDS,2015,2015Q1,PERSONNEL COMPENSATION,"221,370.40","221,370.40",
E000290,HON. DONNA F. EDWARDS,2015,2015Q1,TRAVEL,974.12,974.12,
E000290,HON. DONNA F. EDWARDS,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","22,243.90","22,243.90",
E000290,HON. DONNA F. EDWARDS,2015,2015Q1,PRINTING AND REPRODUCTION,514.6,514.6,
E000290,HON. DONNA F. EDWARDS,2015,2015Q1,OTHER SERVICES,"1,011.76","1,011.76",
E000290,HON. DONNA F. EDWARDS,2015,2015Q1,SUPPLIES AND MATERIALS,"5,445.88","5,445.88",
E000290,HON. DONNA F. EDWARDS,2015,2015Q1,EQUIPMENT,"1,537.59","1,537.59",
E000288,HON. KEITH ELLISON,2015,2015Q1,FRANKED MAIL,338.43,338.43,
E000288,HON. KEITH ELLISON,2015,2015Q1,PERSONNEL COMPENSATION,"247,508.90","247,508.90",
E000288,HON. KEITH ELLISON,2015,2015Q1,TRAVEL,"6,402.57","6,402.57",
E000288,HON. KEITH ELLISON,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","15,426.41","15,426.41",
E000288,HON. KEITH ELLISON,2015,2015Q1,PRINTING AND REPRODUCTION,222.84,222.84,
E000288,HON. KEITH ELLISON,2015,2015Q1,OTHER SERVICES,"14,195.80","14,195.80",
E000288,HON. KEITH ELLISON,2015,2015Q1,SUPPLIES AND MATERIALS,"2,819.51","2,819.51",
E000288,HON. KEITH ELLISON,2015,2015Q1,EQUIPMENT,552.18,552.18,
E000291,HON. RENEE L. ELLMERS,2015,2015Q1,FRANKED MAIL,-3.93,-3.93,
E000291,HON. RENEE L. ELLMERS,2015,2015Q1,PERSONNEL COMPENSATION,"218,711.98","218,711.98",
E000291,HON. RENEE L. ELLMERS,2015,2015Q1,TRAVEL,"6,413.73","6,413.73",
E000291,HON. RENEE L. ELLMERS,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","11,410.95","11,410.95",
E000291,HON. RENEE L. ELLMERS,2015,2015Q1,PRINTING AND REPRODUCTION,318.62,318.62,
E000291,HON. RENEE L. ELLMERS,2015,2015Q1,OTHER SERVICES,"6,773.05","6,773.05",
E000291,HON. RENEE L. ELLMERS,2015,2015Q1,SUPPLIES AND MATERIALS,"13,526.23","13,526.23",
E000291,HON. RENEE L. ELLMERS,2015,2015Q1,EQUIPMENT,742.5,742.5,
E000294,HON. TOM EMMER,2015,2015Q1,FRANKED MAIL,51.25,51.25,
E000294,HON. TOM EMMER,2015,2015Q1,PERSONNEL COMPENSATION,"206,577.79","206,577.79",
E000294,HON. TOM EMMER,2015,2015Q1,TRAVEL,"4,186.70","4,186.70",
E000294,HON. TOM EMMER,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","27,203.81","27,203.81",
E000294,HON. TOM EMMER,2015,2015Q1,PRINTING AND REPRODUCTION,"2,159.02","2,159.02",
E000294,HON. TOM EMMER,2015,2015Q1,OTHER SERVICES,"10,500.00","10,500.00",
E000294,HON. TOM EMMER,2015,2015Q1,SUPPLIES AND MATERIALS,"9,009.74","9,009.74",
E000294,HON. TOM EMMER,2015,2015Q1,EQUIPMENT,"1,127.23","1,127.23",
E000179,HON. ELIOT L. ENGEL,2015,2015Q1,FRANKED MAIL,"2,168.41","2,168.41",
E000179,HON. ELIOT L. ENGEL,2015,2015Q1,PERSONNEL COMPENSATION,"207,435.55","207,435.55",
E000179,HON. ELIOT L. ENGEL,2015,2015Q1,TRAVEL,848.26,848.26,
E000179,HON. ELIOT L. ENGEL,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","26,589.55","26,589.55",
E000179,HON. ELIOT L. ENGEL,2015,2015Q1,PRINTING AND REPRODUCTION,60.8,60.8,
E000179,HON. ELIOT L. ENGEL,2015,2015Q1,OTHER SERVICES,"6,690.00","6,690.00",
E000179,HON. ELIOT L. ENGEL,2015,2015Q1,SUPPLIES AND MATERIALS,681.53,681.53,
E000179,HON. ELIOT L. ENGEL,2015,2015Q1,EQUIPMENT,846.45,846.45,
E000215,HON. ANNA G. ESHOO,2015,2015Q1,FRANKED MAIL,150.95,150.95,
E000215,HON. ANNA G. ESHOO,2015,2015Q1,PERSONNEL COMPENSATION,"247,453.85","247,453.85",
E000215,HON. ANNA G. ESHOO,2015,2015Q1,TRAVEL,"6,494.42","6,494.42",
E000215,HON. ANNA G. ESHOO,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","35,778.17","35,778.17",
E000215,HON. ANNA G. ESHOO,2015,2015Q1,PRINTING AND REPRODUCTION,157.82,157.82,
E000215,HON. ANNA G. ESHOO,2015,2015Q1,OTHER SERVICES,"5,655.00","5,655.00",
E000215,HON. ANNA G. ESHOO,2015,2015Q1,SUPPLIES AND MATERIALS,"1,344.98","1,344.98",
E000215,HON. ANNA G. ESHOO,2015,2015Q1,EQUIPMENT,545.04,545.04,
E000293,HON. ELIZABETH H. ESTY,2015,2015Q1,FRANKED MAIL,"1,146.33","1,146.33",
E000293,HON. ELIZABETH H. ESTY,2015,2015Q1,PERSONNEL COMPENSATION,"218,935.64","218,935.64",
E000293,HON. ELIZABETH H. ESTY,2015,2015Q1,TRAVEL,"8,354.78","8,354.78",
E000293,HON. ELIZABETH H. ESTY,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","13,588.46","13,588.46",
E000293,HON. ELIZABETH H. ESTY,2015,2015Q1,PRINTING AND REPRODUCTION,119.5,119.5,
E000293,HON. ELIZABETH H. ESTY,2015,2015Q1,OTHER SERVICES,"9,280.00","9,280.00",
E000293,HON. ELIZABETH H. ESTY,2015,2015Q1,SUPPLIES AND MATERIALS,"1,619.78","1,619.78",
E000293,HON. ELIZABETH H. ESTY,2015,2015Q1,EQUIPMENT,785.55,785.55,
F000460,HON. BLAKE FARENTHOLD,2015,2015Q1,FRANKED MAIL,"2,827.85","2,827.85",
F000460,HON. BLAKE FARENTHOLD,2015,2015Q1,PERSONNEL COMPENSATION,"193,360.00","193,360.00",
F000460,HON. BLAKE FARENTHOLD,2015,2015Q1,TRAVEL,"13,621.68","13,621.68",
F000460,HON. BLAKE FARENTHOLD,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","18,182.68","18,182.68",
F000460,HON. BLAKE FARENTHOLD,2015,2015Q1,PRINTING AND REPRODUCTION,177.15,177.15,
F000460,HON. BLAKE FARENTHOLD,2015,2015Q1,OTHER SERVICES,"10,600.00","10,600.00",
F000460,HON. BLAKE FARENTHOLD,2015,2015Q1,SUPPLIES AND MATERIALS,"2,508.74","2,508.74",
F000460,HON. BLAKE FARENTHOLD,2015,2015Q1,EQUIPMENT,"1,008.00","1,008.00",
F000030,HON. SAM FARR,2015,2015Q1,FRANKED MAIL,978.09,978.09,
F000030,HON. SAM FARR,2015,2015Q1,PERSONNEL COMPENSATION,"249,122.90","249,122.90",
F000030,HON. SAM FARR,2015,2015Q1,TRAVEL,"5,675.86","5,675.86",
F000030,HON. SAM FARR,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","14,468.07","14,468.07",
F000030,HON. SAM FARR,2015,2015Q1,PRINTING AND REPRODUCTION,375.9,375.9,
F000030,HON. SAM FARR,2015,2015Q1,OTHER SERVICES,"10,305.00","10,305.00",
F000030,HON. SAM FARR,2015,2015Q1,SUPPLIES AND MATERIALS,"1,788.39","1,788.39",
F000030,HON. SAM FARR,2015,2015Q1,EQUIPMENT,"1,462.84","1,462.84",
F000043,HON. CHAKA FATTAH,2015,2015Q1,FRANKED MAIL,-7.21,-7.21,
F000043,HON. CHAKA FATTAH,2015,2015Q1,PERSONNEL COMPENSATION,"207,927.13","207,927.13",
F000043,HON. CHAKA FATTAH,2015,2015Q1,TRAVEL,"2,256.44","2,256.44",
F000043,HON. CHAKA FATTAH,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","25,225.68","25,225.68",
F000043,HON. CHAKA FATTAH,2015,2015Q1,PRINTING AND REPRODUCTION,617.38,617.38,
F000043,HON. CHAKA FATTAH,2015,2015Q1,OTHER SERVICES,"7,177.00","7,177.00",
F000043,HON. CHAKA FATTAH,2015,2015Q1,SUPPLIES AND MATERIALS,"5,930.86","5,930.86",
F000043,HON. CHAKA FATTAH,2015,2015Q1,EQUIPMENT,195,195,
F000458,HON. STEPHEN LEE FINCHER,2015,2015Q1,FRANKED MAIL,"3,639.92","3,639.92",
F000458,HON. STEPHEN LEE FINCHER,2015,2015Q1,PERSONNEL COMPENSATION,"178,501.35","178,501.35",
F000458,HON. STEPHEN LEE FINCHER,2015,2015Q1,TRAVEL,"7,108.20","7,108.20",
F000458,HON. STEPHEN LEE FINCHER,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","15,980.50","15,980.50",
F000458,HON. STEPHEN LEE FINCHER,2015,2015Q1,PRINTING AND REPRODUCTION,457.65,457.65,
F000458,HON. STEPHEN LEE FINCHER,2015,2015Q1,OTHER SERVICES,"10,500.00","10,500.00",
F000458,HON. STEPHEN LEE FINCHER,2015,2015Q1,SUPPLIES AND MATERIALS,"5,628.70","5,628.70",
F000458,HON. STEPHEN LEE FINCHER,2015,2015Q1,EQUIPMENT,588,588,
F000451,HON. MICHAEL G. FITZPATRICK,2015,2015Q1,FRANKED MAIL,309.67,309.67,
F000451,HON. MICHAEL G. FITZPATRICK,2015,2015Q1,PERSONNEL COMPENSATION,"196,797.26","196,797.26",
F000451,HON. MICHAEL G. FITZPATRICK,2015,2015Q1,TRAVEL,"7,083.58","7,083.58",
F000451,HON. MICHAEL G. FITZPATRICK,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","18,744.97","18,744.97",
F000451,HON. MICHAEL G. FITZPATRICK,2015,2015Q1,PRINTING AND REPRODUCTION,976.62,976.62,
F000451,HON. MICHAEL G. FITZPATRICK,2015,2015Q1,OTHER SERVICES,"10,565.00","10,565.00",
F000451,HON. MICHAEL G. FITZPATRICK,2015,2015Q1,SUPPLIES AND MATERIALS,"7,348.94","7,348.94",
F000451,HON. MICHAEL G. FITZPATRICK,2015,2015Q1,EQUIPMENT,897.75,897.75,
F000459,HON. CHARLES J. CHUCK FLEISCHMANN,2015,2015Q1,FRANKED MAIL,266.45,266.45,
F000459,HON. CHARLES J. CHUCK FLEISCHMANN,2015,2015Q1,PERSONNEL COMPENSATION,"214,118.06","214,118.06",
F000459,HON. CHARLES J. CHUCK FLEISCHMANN,2015,2015Q1,TRAVEL,"9,546.87","9,546.87",
F000459,HON. CHARLES J. CHUCK FLEISCHMANN,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","27,097.75","27,097.75",
F000459,HON. CHARLES J. CHUCK FLEISCHMANN,2015,2015Q1,PRINTING AND REPRODUCTION,465.8,465.8,
F000459,HON. CHARLES J. CHUCK FLEISCHMANN,2015,2015Q1,OTHER SERVICES,"13,967.77","13,967.77",
F000459,HON. CHARLES J. CHUCK FLEISCHMANN,2015,2015Q1,SUPPLIES AND MATERIALS,"8,255.71","8,255.71",
F000459,HON. CHARLES J. CHUCK FLEISCHMANN,2015,2015Q1,EQUIPMENT,11.29,11.29,
F000456,HON. JOHN FLEMING,2015,2015Q1,FRANKED MAIL,"1,591.98","1,591.98",
F000456,HON. JOHN FLEMING,2015,2015Q1,PERSONNEL COMPENSATION,"193,701.47","193,701.47",
F000456,HON. JOHN FLEMING,2015,2015Q1,TRAVEL,"3,203.73","3,203.73",
F000456,HON. JOHN FLEMING,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","13,723.68","13,723.68",
F000456,HON. JOHN FLEMING,2015,2015Q1,PRINTING AND REPRODUCTION,"1,160.20","1,160.20",
F000456,HON. JOHN FLEMING,2015,2015Q1,OTHER SERVICES,"6,945.00","6,945.00",
F000456,HON. JOHN FLEMING,2015,2015Q1,SUPPLIES AND MATERIALS,"2,881.84","2,881.84",
F000456,HON. JOHN FLEMING,2015,2015Q1,EQUIPMENT,559.85,559.85,
F000461,HON. BILL FLORES,2015,2015Q1,FRANKED MAIL,952.3,952.3,
F000461,HON. BILL FLORES,2015,2015Q1,PERSONNEL COMPENSATION,"204,688.45","204,688.45",
F000461,HON. BILL FLORES,2015,2015Q1,TRAVEL,"15,413.35","15,413.35",
F000461,HON. BILL FLORES,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","28,706.75","28,706.75",
F000461,HON. BILL FLORES,2015,2015Q1,PRINTING AND REPRODUCTION,802.69,802.69,
F000461,HON. BILL FLORES,2015,2015Q1,OTHER SERVICES,"19,555.00","19,555.00",
F000461,HON. BILL FLORES,2015,2015Q1,SUPPLIES AND MATERIALS,"4,364.98","4,364.98",
F000461,HON. BILL FLORES,2015,2015Q1,EQUIPMENT,"1,918.56","1,918.56",
F000445,HON. J. RANDY FORBES,2015,2015Q1,FRANKED MAIL,536.55,536.55,
F000445,HON. J. RANDY FORBES,2015,2015Q1,PERSONNEL COMPENSATION,"231,688.32","231,688.32",
F000445,HON. J. RANDY FORBES,2015,2015Q1,TRAVEL,"2,500.03","2,500.03",
F000445,HON. J. RANDY FORBES,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","12,671.67","12,671.67",
F000445,HON. J. RANDY FORBES,2015,2015Q1,PRINTING AND REPRODUCTION,369,369,
F000445,HON. J. RANDY FORBES,2015,2015Q1,OTHER SERVICES,"8,545.00","8,545.00",
F000445,HON. J. RANDY FORBES,2015,2015Q1,SUPPLIES AND MATERIALS,"1,224.39","1,224.39",
F000445,HON. J. RANDY FORBES,2015,2015Q1,EQUIPMENT,510,510,
F000449,HON. JEFF FORTENBERRY,2015,2015Q1,FRANKED MAIL,460,460,
F000449,HON. JEFF FORTENBERRY,2015,2015Q1,PERSONNEL COMPENSATION,"224,781.26","224,781.26",
F000449,HON. JEFF FORTENBERRY,2015,2015Q1,TRAVEL,"4,628.10","4,628.10",
F000449,HON. JEFF FORTENBERRY,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","22,928.85","22,928.85",
F000449,HON. JEFF FORTENBERRY,2015,2015Q1,PRINTING AND REPRODUCTION,211.78,211.78,
F000449,HON. JEFF FORTENBERRY,2015,2015Q1,OTHER SERVICES,30,30,
F000449,HON. JEFF FORTENBERRY,2015,2015Q1,SUPPLIES AND MATERIALS,"10,605.78","10,605.78",
F000449,HON. JEFF FORTENBERRY,2015,2015Q1,EQUIPMENT,"1,433.09","1,433.09",
F000454,HON. BILL FOSTER,2015,2015Q1,FRANKED MAIL,141.26,141.26,
F000454,HON. BILL FOSTER,2015,2015Q1,PERSONNEL COMPENSATION,"210,772.26","210,772.26",
F000454,HON. BILL FOSTER,2015,2015Q1,TRAVEL,"3,043.05","3,043.05",
F000454,HON. BILL FOSTER,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","22,659.39","22,659.39",
F000454,HON. BILL FOSTER,2015,2015Q1,PRINTING AND REPRODUCTION,4.8,4.8,
F000454,HON. BILL FOSTER,2015,2015Q1,OTHER SERVICES,"6,804.03","6,804.03",
F000454,HON. BILL FOSTER,2015,2015Q1,SUPPLIES AND MATERIALS,"1,297.38","1,297.38",
F000454,HON. BILL FOSTER,2015,2015Q1,EQUIPMENT,570,570,
F000450,HON. VIRGINIA FOXX,2015,2015Q1,FRANKED MAIL,"1,092.95","1,092.95",
F000450,HON. VIRGINIA FOXX,2015,2015Q1,PERSONNEL COMPENSATION,"171,907.77","171,907.77",
F000450,HON. VIRGINIA FOXX,2015,2015Q1,TRAVEL,"8,344.11","8,344.11",
F000450,HON. VIRGINIA FOXX,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","21,305.89","21,305.89",
F000450,HON. VIRGINIA FOXX,2015,2015Q1,PRINTING AND REPRODUCTION,928.72,928.72,
F000450,HON. VIRGINIA FOXX,2015,2015Q1,OTHER SERVICES,"9,763.67","9,763.67",
F000450,HON. VIRGINIA FOXX,2015,2015Q1,SUPPLIES AND MATERIALS,"2,375.01","2,375.01",
F000450,HON. VIRGINIA FOXX,2015,2015Q1,EQUIPMENT,"2,457.64","2,457.64",
F000462,HON. LOIS FRANKEL,2015,2015Q1,FRANKED MAIL,313.14,313.14,
F000462,HON. LOIS FRANKEL,2015,2015Q1,PERSONNEL COMPENSATION,"254,393.21","254,393.21",
F000462,HON. LOIS FRANKEL,2015,2015Q1,TRAVEL,"12,112.23","12,112.23",
F000462,HON. LOIS FRANKEL,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","6,013.50","6,013.50",
F000462,HON. LOIS FRANKEL,2015,2015Q1,PRINTING AND REPRODUCTION,620.69,620.69,
F000462,HON. LOIS FRANKEL,2015,2015Q1,OTHER SERVICES,"5,750.00","5,750.00",
F000462,HON. LOIS FRANKEL,2015,2015Q1,SUPPLIES AND MATERIALS,"1,650.46","1,650.46",
F000462,HON. LOIS FRANKEL,2015,2015Q1,EQUIPMENT,241.5,241.5,
F000448,HON. TRENT FRANKS,2015,2015Q1,FRANKED MAIL,221.22,221.22,
F000448,HON. TRENT FRANKS,2015,2015Q1,PERSONNEL COMPENSATION,"253,089.05","253,089.05",
F000448,HON. TRENT FRANKS,2015,2015Q1,TRAVEL,"15,323.76","15,323.76",
F000448,HON. TRENT FRANKS,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","20,107.05","20,107.05",
F000448,HON. TRENT FRANKS,2015,2015Q1,PRINTING AND REPRODUCTION,239.6,239.6,
F000448,HON. TRENT FRANKS,2015,2015Q1,OTHER SERVICES,"6,219.87","6,219.87",
F000448,HON. TRENT FRANKS,2015,2015Q1,SUPPLIES AND MATERIALS,"4,434.70","4,434.70",
F000448,HON. TRENT FRANKS,2015,2015Q1,EQUIPMENT,999.96,999.96,
F000372,HON. RODNEY P. FRELINGHUYSEN,2015,2015Q1,FRANKED MAIL,"1,113.33","1,113.33",
F000372,HON. RODNEY P. FRELINGHUYSEN,2015,2015Q1,PERSONNEL COMPENSATION,"175,433.65","175,433.65",
F000372,HON. RODNEY P. FRELINGHUYSEN,2015,2015Q1,TRAVEL,"10,039.38","10,039.38",
F000372,HON. RODNEY P. FRELINGHUYSEN,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","15,878.36","15,878.36",
F000372,HON. RODNEY P. FRELINGHUYSEN,2015,2015Q1,PRINTING AND REPRODUCTION,158.45,158.45,
F000372,HON. RODNEY P. FRELINGHUYSEN,2015,2015Q1,OTHER SERVICES,"11,375.00","11,375.00",
F000372,HON. RODNEY P. FRELINGHUYSEN,2015,2015Q1,SUPPLIES AND MATERIALS,540.29,540.29,
F000372,HON. RODNEY P. FRELINGHUYSEN,2015,2015Q1,EQUIPMENT,"1,403.25","1,403.25",
F000455,HON. MARCIA FUDGE,2015,2015Q1,FRANKED MAIL,-3.62,-3.62,
F000455,HON. MARCIA FUDGE,2015,2015Q1,PERSONNEL COMPENSATION,"231,811.10","231,811.10",
F000455,HON. MARCIA FUDGE,2015,2015Q1,TRAVEL,"4,761.87","4,761.87",
F000455,HON. MARCIA FUDGE,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","13,349.97","13,349.97",
F000455,HON. MARCIA FUDGE,2015,2015Q1,PRINTING AND REPRODUCTION,475.65,475.65,
F000455,HON. MARCIA FUDGE,2015,2015Q1,OTHER SERVICES,"15,705.63","15,705.63",
F000455,HON. MARCIA FUDGE,2015,2015Q1,SUPPLIES AND MATERIALS,"2,903.54","2,903.54",
F000455,HON. MARCIA FUDGE,2015,2015Q1,EQUIPMENT,538.74,538.74,
G000571,HON. TULSI GABBARD,2015,2015Q1,FRANKED MAIL,462.73,462.73,
G000571,HON. TULSI GABBARD,2015,2015Q1,PERSONNEL COMPENSATION,"202,722.81","202,722.81",
G000571,HON. TULSI GABBARD,2015,2015Q1,TRAVEL,"5,517.29","5,517.29",
G000571,HON. TULSI GABBARD,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","27,401.17","27,401.17",
G000571,HON. TULSI GABBARD,2015,2015Q1,PRINTING AND REPRODUCTION,497.55,497.55,
