BIOGUIDE_ID,OFFICE,YEAR,QUARTER,PROGRAM,DESCRIPTION,YTD,AMOUNT
D000399,HON. LLOYD DOGGETT,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,26579.72,13269.21
D000399,HON. LLOYD DOGGETT,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7899.22,2827.62
D000399,HON. LLOYD DOGGETT,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2962.81,1538.92
D000399,HON. LLOYD DOGGETT,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,540125.89,274055.45
D000399,HON. LLOYD DOGGETT,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,540125.89,274055.45
D000625,HON. DANIEL M. DONOVAN  JR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,4640.59,1218.32
D000625,HON. DANIEL M. DONOVAN  JR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,457825.5,239063.89
D000625,HON. DANIEL M. DONOVAN  JR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,28671.18,21453.11
D000625,HON. DANIEL M. DONOVAN  JR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,58657.01,31937.59
D000625,HON. DANIEL M. DONOVAN  JR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1649.33,982.21
D000625,HON. DANIEL M. DONOVAN  JR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21920.4,11077.23
D000625,HON. DANIEL M. DONOVAN  JR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15078.06,7645.01
D000625,HON. DANIEL M. DONOVAN  JR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,13681.76,4870.51
D000625,HON. DANIEL M. DONOVAN  JR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,602123.83,318247.87
D000625,HON. DANIEL M. DONOVAN  JR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,602123.83,318247.87
D000482,HON. MICHAEL F. DOYLE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1861.67,1224.53
D000482,HON. MICHAEL F. DOYLE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,484231.08,245852.8
D000482,HON. MICHAEL F. DOYLE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8160.68,5828.51
D000482,HON. MICHAEL F. DOYLE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,51328.06,30414.15
D000482,HON. MICHAEL F. DOYLE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,390.8,317.52
D000482,HON. MICHAEL F. DOYLE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20409,10404
D000482,HON. MICHAEL F. DOYLE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12517.89,2748.92
D000482,HON. MICHAEL F. DOYLE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4277.82,2138.91
D000482,HON. MICHAEL F. DOYLE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,583177,298929.34
D000482,HON. MICHAEL F. DOYLE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,583177,298929.34
D000614,HON. SEAN P. DUFFY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,4208.8,2411.76
D000614,HON. SEAN P. DUFFY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,391319.86,203444.39
D000614,HON. SEAN P. DUFFY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19088.47,7688.83
D000614,HON. SEAN P. DUFFY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,45966.89,19128.88
D000614,HON. SEAN P. DUFFY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3758.89,1031.32
D000614,HON. SEAN P. DUFFY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,30711.5,16094.26
D000614,HON. SEAN P. DUFFY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9728.69,3182.45
D000614,HON. SEAN P. DUFFY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4040.55,2864.55
D000614,HON. SEAN P. DUFFY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,508823.65,255846.44
D000614,HON. SEAN P. DUFFY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,508823.65,255846.44
D000615,HON. JEFF DUNCAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1464.35,1008.47
D000615,HON. JEFF DUNCAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,452800.56,246376.89
D000615,HON. JEFF DUNCAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,42769.41,27775.63
D000615,HON. JEFF DUNCAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28413.42,16891.54
D000615,HON. JEFF DUNCAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,930.08,611.65
D000615,HON. JEFF DUNCAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21645,10950
D000615,HON. JEFF DUNCAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2751.4,971.85
D000615,HON. JEFF DUNCAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1245,225
D000615,HON. JEFF DUNCAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,552019.22,304811.03
D000615,HON. JEFF DUNCAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,552019.22,304811.03
D000533,HON. JOHN J. DUNCAN  JR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,49524.99,1437.19
D000533,HON. JOHN J. DUNCAN  JR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,411811.44,212545.04
D000533,HON. JOHN J. DUNCAN  JR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,16204.54,10013.14
D000533,HON. JOHN J. DUNCAN  JR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,39216.72,19253.73
D000533,HON. JOHN J. DUNCAN  JR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,784.65,317.99
D000533,HON. JOHN J. DUNCAN  JR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,23040.96,11520.48
D000533,HON. JOHN J. DUNCAN  JR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8036.28,5411.01
D000533,HON. JOHN J. DUNCAN  JR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1341,670.5
D000533,HON. JOHN J. DUNCAN  JR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,549960.58,261169.08
D000533,HON. JOHN J. DUNCAN  JR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,549960.58,261169.08
D000628,HON. NEAL P. DUNN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1313.19,960.1
D000628,HON. NEAL P. DUNN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,393221.35,206735.95
D000628,HON. NEAL P. DUNN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,32487.41,27597.53
D000628,HON. NEAL P. DUNN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,30277.52,14872.31
D000628,HON. NEAL P. DUNN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3849.79,1375.39
D000628,HON. NEAL P. DUNN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20800,10005
D000628,HON. NEAL P. DUNN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10226.84,7864.69
D000628,HON. NEAL P. DUNN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,9892.78,8816.71
D000628,HON. NEAL P. DUNN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,502068.88,278227.68
D000628,HON. NEAL P. DUNN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,502068.88,278227.68
E000288,HON. KEITH ELLISON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,50.44,45.06
E000288,HON. KEITH ELLISON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,533105.88,283871.45
E000288,HON. KEITH ELLISON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6447.65,5376.67
E000288,HON. KEITH ELLISON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,33329.56,28014.21
E000288,HON. KEITH ELLISON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,620.11,430.11
E000288,HON. KEITH ELLISON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25047.65,14502.85
E000288,HON. KEITH ELLISON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4305.71,2485.81
E000288,HON. KEITH ELLISON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3207.41,2655.23
E000288,HON. KEITH ELLISON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,606114.41,337381.39
E000288,HON. KEITH ELLISON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,606114.41,337381.39
E000294,HON. TOM EMMER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3437.73,950.64
E000294,HON. TOM EMMER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,449441.68,228191.69
E000294,HON. TOM EMMER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,31067.88,23723.79
E000294,HON. TOM EMMER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,39051.7,19953.46
E000294,HON. TOM EMMER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1786.03,388.09
E000294,HON. TOM EMMER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21934.51,11509.51
E000294,HON. TOM EMMER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,27034.68,12969.23
E000294,HON. TOM EMMER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4128.42,2064.21
E000294,HON. TOM EMMER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,577882.63,299750.62
E000294,HON. TOM EMMER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,577882.63,299750.62
E000179,HON. ELIOT L. ENGEL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2817.83,2558.96
E000179,HON. ELIOT L. ENGEL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,406450.88,204290.32
E000179,HON. ELIOT L. ENGEL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6607.84,4470.1
E000179,HON. ELIOT L. ENGEL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,65212.88,33194.18
E000179,HON. ELIOT L. ENGEL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,73.6,22.4
E000179,HON. ELIOT L. ENGEL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,15420,8190
E000179,HON. ELIOT L. ENGEL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,834.13,231.13
E000179,HON. ELIOT L. ENGEL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1090.5,545.25
E000179,HON. ELIOT L. ENGEL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,498507.66,253502.34
E000179,HON. ELIOT L. ENGEL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,498507.66,253502.34
E000215,HON. ANNA G. ESHOO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2931.05,1949.61
E000215,HON. ANNA G. ESHOO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,487797.21,246144.41
E000215,HON. ANNA G. ESHOO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,29774.37,17929.43
E000215,HON. ANNA G. ESHOO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,104095.53,51965.49
E000215,HON. ANNA G. ESHOO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,5216.74,1037.74
E000215,HON. ANNA G. ESHOO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,14674.56,7900.58
E000215,HON. ANNA G. ESHOO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1729.06,1117.5
E000215,HON. ANNA G. ESHOO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1855.82,1197.13
E000215,HON. ANNA G. ESHOO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,648074.34,329241.89
E000215,HON. ANNA G. ESHOO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,648074.34,329241.89
E000297,HON. ADRIANO ESPAILLAT,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,56.78,44.29
E000297,HON. ADRIANO ESPAILLAT,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,394434.72,210018.07
E000297,HON. ADRIANO ESPAILLAT,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9874.4,6163.97
E000297,HON. ADRIANO ESPAILLAT,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,58002.81,30100.43
E000297,HON. ADRIANO ESPAILLAT,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,11502.75,9129.25
E000297,HON. ADRIANO ESPAILLAT,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10175,5355
E000297,HON. ADRIANO ESPAILLAT,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13604.82,7096.21
E000297,HON. ADRIANO ESPAILLAT,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,16774.71,15952.8
E000297,HON. ADRIANO ESPAILLAT,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,514425.99,283860.02
E000297,HON. ADRIANO ESPAILLAT,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,514425.99,283860.02
E000298,HON. RON ESTES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-97.08,-97.08
E000298,HON. RON ESTES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,148052.14,148052.14
E000298,HON. RON ESTES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7546.22,7546.22
E000298,HON. RON ESTES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15643.44,15643.44
E000298,HON. RON ESTES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1470.75,1470.75
E000298,HON. RON ESTES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,4861.26,4861.26
E000298,HON. RON ESTES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,973.24,973.24
E000298,HON. RON ESTES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,181.5,181.5
E000298,HON. RON ESTES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,178631.47,178631.47
E000298,HON. RON ESTES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,178631.47,178631.47
E000293,HON. ELIZABETH H. ESTY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1606.26,1104.97
E000293,HON. ELIZABETH H. ESTY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,488723.12,256527.1
E000293,HON. ELIZABETH H. ESTY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,28504.86,22396.96
E000293,HON. ELIZABETH H. ESTY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,29921.72,16923.43
E000293,HON. ELIZABETH H. ESTY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,8466.74,7020.36
E000293,HON. ELIZABETH H. ESTY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,19719.69,9389.7
E000293,HON. ELIZABETH H. ESTY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8592.51,4344.43
E000293,HON. ELIZABETH H. ESTY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5789.34,2894.67
E000293,HON. ELIZABETH H. ESTY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,591324.24,320601.62
E000293,HON. ELIZABETH H. ESTY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,591324.24,320601.62
E000296,HON. DWIGHT EVANS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,59.49,14.63
E000296,HON. DWIGHT EVANS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,307438.87,173286.11
E000296,HON. DWIGHT EVANS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9583.68,5006.64
E000296,HON. DWIGHT EVANS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,105.6,105.6
E000296,HON. DWIGHT EVANS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,32986.09,19383.27
E000296,HON. DWIGHT EVANS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1332.19,328.64
E000296,HON. DWIGHT EVANS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,22536,11343
E000296,HON. DWIGHT EVANS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5033.71,1913.8
E000296,HON. DWIGHT EVANS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4541.14,3072.88
E000296,HON. DWIGHT EVANS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,383616.77,214454.57
E000296,HON. DWIGHT EVANS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,383616.77,214454.57
F000460,HON. BLAKE FARENTHOLD,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,6322.69,4024.69
F000460,HON. BLAKE FARENTHOLD,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,397252.81,198705.59
F000460,HON. BLAKE FARENTHOLD,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,32663.4,19139.71
F000460,HON. BLAKE FARENTHOLD,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,44457.58,23332.98
F000460,HON. BLAKE FARENTHOLD,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2837.56,1225.57
F000460,HON. BLAKE FARENTHOLD,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,22052.47,11597.48
F000460,HON. BLAKE FARENTHOLD,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,11150.16,2472.26
F000460,HON. BLAKE FARENTHOLD,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2016,1008
F000460,HON. BLAKE FARENTHOLD,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,518752.67,261506.28
F000460,HON. BLAKE FARENTHOLD,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,518752.67,261506.28
F000464,HON. JOHN J. FASO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2094.71,1698.62
F000464,HON. JOHN J. FASO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,424144.39,214455.53
F000464,HON. JOHN J. FASO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,15791.72,12548.82
F000464,HON. JOHN J. FASO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,39059.73,21339.68
F000464,HON. JOHN J. FASO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2046.88,820.08
F000464,HON. JOHN J. FASO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20687.92,11228.4
F000464,HON. JOHN J. FASO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7931.24,5323.33
F000464,HON. JOHN J. FASO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2392.38,1196.19
F000464,HON. JOHN J. FASO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,514148.97,268610.65
F000464,HON. JOHN J. FASO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,514148.97,268610.65
F000465,HON. A. DREW FERGUSON IV,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,211.17,141.53
F000465,HON. A. DREW FERGUSON IV,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,421676.65,216299.99
F000465,HON. A. DREW FERGUSON IV,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21972.37,17700.07
F000465,HON. A. DREW FERGUSON IV,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,38271.97,20970
F000465,HON. A. DREW FERGUSON IV,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,17188.31,7780.49
F000465,HON. A. DREW FERGUSON IV,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,26560,15810
F000465,HON. A. DREW FERGUSON IV,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12791.43,1156.87
F000465,HON. A. DREW FERGUSON IV,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7317.57,1940.97
F000465,HON. A. DREW FERGUSON IV,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,545989.47,281799.92
F000465,HON. A. DREW FERGUSON IV,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,545989.47,281799.92
F000466,HON. BRIAN K. FITZPATRICK,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,8834.77,6459.09
F000466,HON. BRIAN K. FITZPATRICK,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,377691.68,199497.22
F000466,HON. BRIAN K. FITZPATRICK,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8691.59,7452.81
F000466,HON. BRIAN K. FITZPATRICK,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,49570.13,27361.94
F000466,HON. BRIAN K. FITZPATRICK,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,9288.1,2895.82
F000466,HON. BRIAN K. FITZPATRICK,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21063.8,10603
F000466,HON. BRIAN K. FITZPATRICK,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8449.8,6045.3
F000466,HON. BRIAN K. FITZPATRICK,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1807.49,897.75
F000466,HON. BRIAN K. FITZPATRICK,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,485397.36,261212.93
F000466,HON. BRIAN K. FITZPATRICK,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,485397.36,261212.93
F000459,"HON. CHARLES J. ""CHUCK"" FLEISCHMANN",2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,995.53,630.34
