BIOGUIDE_ID,OFFICE,YEAR,QUARTER,PROGRAM,DESCRIPTION,YTD,AMOUNT
B001296,HON. BRENDAN F. BOYLE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10425,10425
B001296,HON. BRENDAN F. BOYLE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4254.64,4254.64
B001296,HON. BRENDAN F. BOYLE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1215.36,1215.36
B001296,HON. BRENDAN F. BOYLE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,271094.68,271094.68
B001296,HON. BRENDAN F. BOYLE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,271094.68,271094.68
B000755,HON. KEVIN BRADY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,134.45,134.45
B000755,HON. KEVIN BRADY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,211272.38,211272.38
B000755,HON. KEVIN BRADY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7529.63,7529.63
B000755,HON. KEVIN BRADY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22222.47,22222.47
B000755,HON. KEVIN BRADY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,411.15,411.15
B000755,HON. KEVIN BRADY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11215.7,11215.7
B000755,HON. KEVIN BRADY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6123.23,6123.23
B000755,HON. KEVIN BRADY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,945,945
B000755,HON. KEVIN BRADY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,259854.01,259854.01
B000755,HON. KEVIN BRADY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,259854.01,259854.01
B001227,HON. ROBERT A. BRADY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,120.84,120.84
B001227,HON. ROBERT A. BRADY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,256065.03,256065.03
B001227,HON. ROBERT A. BRADY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1565.25,1565.25
B001227,HON. ROBERT A. BRADY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18383.61,18383.61
B001227,HON. ROBERT A. BRADY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,97.68,97.68
B001227,HON. ROBERT A. BRADY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10230,10230
B001227,HON. ROBERT A. BRADY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1912.66,1912.66
B001227,HON. ROBERT A. BRADY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1202.88,1202.88
B001227,HON. ROBERT A. BRADY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,289577.95,289577.95
B001227,HON. ROBERT A. BRADY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,289577.95,289577.95
B001290,HON. DAVE BRAT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,16226.48,16226.48
B001290,HON. DAVE BRAT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,225927.82,225927.82
B001290,HON. DAVE BRAT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1931.15,1931.15
B001290,HON. DAVE BRAT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15221.57,15221.57
B001290,HON. DAVE BRAT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1530.81,1530.81
B001290,HON. DAVE BRAT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13280.32,13280.32
B001290,HON. DAVE BRAT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15341.83,15341.83
B001290,HON. DAVE BRAT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1109.87,1109.87
B001290,HON. DAVE BRAT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,290569.85,290569.85
B001290,HON. DAVE BRAT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,290569.85,290569.85
B001283,HON. JIM BRIDENSTINE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,254.21,254.21
B001283,HON. JIM BRIDENSTINE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,248183.3,248183.3
B001283,HON. JIM BRIDENSTINE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10895.03,10895.03
B001283,HON. JIM BRIDENSTINE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,14860.01,14860.01
B001283,HON. JIM BRIDENSTINE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,969.22,969.22
B001283,HON. JIM BRIDENSTINE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6130.31,6130.31
B001283,HON. JIM BRIDENSTINE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3563.13,3563.13
B001283,HON. JIM BRIDENSTINE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,434.9,434.9
B001283,HON. JIM BRIDENSTINE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,285290.11,285290.11
B001283,HON. JIM BRIDENSTINE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,285290.11,285290.11
B001274,HON. MO BROOKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,235.62,235.62
B001274,HON. MO BROOKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,213316.3,213316.3
B001274,HON. MO BROOKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11921.65,11921.65
B001274,HON. MO BROOKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18100.71,18100.71
B001274,HON. MO BROOKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,291.45,291.45
B001274,HON. MO BROOKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9240,9240
B001274,HON. MO BROOKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4589.26,4589.26
B001274,HON. MO BROOKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,257694.99,257694.99
B001274,HON. MO BROOKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,257694.99,257694.99
B001284,HON. SUSAN W. BROOKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1197.03,1197.03
B001284,HON. SUSAN W. BROOKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,208616.09,208616.09
B001284,HON. SUSAN W. BROOKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13857.82,13857.82
B001284,HON. SUSAN W. BROOKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,12666.61,12666.61
B001284,HON. SUSAN W. BROOKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,478.69,478.69
B001284,HON. SUSAN W. BROOKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10623,10623
B001284,HON. SUSAN W. BROOKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5962.76,5962.76
B001284,HON. SUSAN W. BROOKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1453.31,1453.31
B001284,HON. SUSAN W. BROOKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,254855.31,254855.31
B001284,HON. SUSAN W. BROOKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,254855.31,254855.31
B001304,HON. ANTHONY G. BROWN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-31.89,-31.89
B001304,HON. ANTHONY G. BROWN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,135050.03,135050.03
B001304,HON. ANTHONY G. BROWN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,10026.61,10026.61
B001304,HON. ANTHONY G. BROWN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,122.7,122.7
B001304,HON. ANTHONY G. BROWN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9180,9180
B001304,HON. ANTHONY G. BROWN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,404.12,404.12
B001304,HON. ANTHONY G. BROWN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3421.32,3421.32
B001304,HON. ANTHONY G. BROWN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,158172.89,158172.89
B001304,HON. ANTHONY G. BROWN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,158172.89,158172.89
B001285,HON. JULIA BROWNLEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,654.24,654.24
B001285,HON. JULIA BROWNLEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,197734.48,197734.48
B001285,HON. JULIA BROWNLEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8478.26,8478.26
B001285,HON. JULIA BROWNLEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20067.87,20067.87
B001285,HON. JULIA BROWNLEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,504.65,504.65
B001285,HON. JULIA BROWNLEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12261.92,12261.92
B001285,HON. JULIA BROWNLEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3206.49,3206.49
B001285,HON. JULIA BROWNLEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1152,1152
B001285,HON. JULIA BROWNLEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,244059.91,244059.91
B001285,HON. JULIA BROWNLEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,244059.91,244059.91
B001260,HON. VERN G. BUCHANAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,22812.57,22812.57
B001260,HON. VERN G. BUCHANAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,231346.64,231346.64
B001260,HON. VERN G. BUCHANAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,430.91,430.91
B001260,HON. VERN G. BUCHANAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,29017.93,29017.93
B001260,HON. VERN G. BUCHANAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,648.9,648.9
B001260,HON. VERN G. BUCHANAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,14733,14733
B001260,HON. VERN G. BUCHANAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2322.74,2322.74
B001260,HON. VERN G. BUCHANAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,480,480
B001260,HON. VERN G. BUCHANAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,301792.69,301792.69
B001260,HON. VERN G. BUCHANAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,301792.69,301792.69
B001297,HON. KEN BUCK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,69.1,69.1
B001297,HON. KEN BUCK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,215116.17,215116.17
B001297,HON. KEN BUCK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8646.78,8646.78
B001297,HON. KEN BUCK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19008.31,19008.31
B001297,HON. KEN BUCK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,580.2,580.2
B001297,HON. KEN BUCK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10035,10035
B001297,HON. KEN BUCK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1859.02,1859.02
B001297,HON. KEN BUCK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,456.99,456.99
B001297,HON. KEN BUCK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,255771.57,255771.57
B001297,HON. KEN BUCK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,255771.57,255771.57
B001275,HON. LARRY BUCSHON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,52.71,52.71
B001275,HON. LARRY BUCSHON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,195299.92,195299.92
B001275,HON. LARRY BUCSHON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5932.45,5932.45
B001275,HON. LARRY BUCSHON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17821.96,17821.96
B001275,HON. LARRY BUCSHON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,72.36,72.36
B001275,HON. LARRY BUCSHON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10166.59,10166.59
B001275,HON. LARRY BUCSHON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1713.56,1713.56
B001275,HON. LARRY BUCSHON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1800,1800
B001275,HON. LARRY BUCSHON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,232859.55,232859.55
B001275,HON. LARRY BUCSHON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,232859.55,232859.55
B001305,HON. TED BUDD,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,253.2,253.2
B001305,HON. TED BUDD,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,193341.71,193341.71
B001305,HON. TED BUDD,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3115.58,3115.58
B001305,HON. TED BUDD,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,47,47
B001305,HON. TED BUDD,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22405.88,22405.88
B001305,HON. TED BUDD,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1865.2,1865.2
B001305,HON. TED BUDD,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5425,5425
B001305,HON. TED BUDD,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13901.24,13901.24
B001305,HON. TED BUDD,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,410.72,410.72
B001305,HON. TED BUDD,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,240765.53,240765.53
B001305,HON. TED BUDD,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,240765.53,240765.53
B001248,HON. MICHAEL C. BURGESS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,94.59,94.59
B001248,HON. MICHAEL C. BURGESS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,227166.19,227166.19
B001248,HON. MICHAEL C. BURGESS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6207.47,6207.47
B001248,HON. MICHAEL C. BURGESS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17571.85,17571.85
B001248,HON. MICHAEL C. BURGESS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,309.5,309.5
B001248,HON. MICHAEL C. BURGESS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10904.58,10904.58
B001248,HON. MICHAEL C. BURGESS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2896.77,2896.77
B001248,HON. MICHAEL C. BURGESS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,739.53,739.53
B001248,HON. MICHAEL C. BURGESS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,265890.48,265890.48
B001248,HON. MICHAEL C. BURGESS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,265890.48,265890.48
B001286,HON. CHERI BUSTOS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,199.11,199.11
B001286,HON. CHERI BUSTOS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,220813.92,220813.92
B001286,HON. CHERI BUSTOS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10691.78,10691.78
B001286,HON. CHERI BUSTOS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,14759.9,14759.9
B001286,HON. CHERI BUSTOS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1069.15,1069.15
B001286,HON. CHERI BUSTOS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10945,10945
B001286,HON. CHERI BUSTOS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4305.43,4305.43
B001286,HON. CHERI BUSTOS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1782.07,1782.07
B001286,HON. CHERI BUSTOS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,264566.36,264566.36
B001286,HON. CHERI BUSTOS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,264566.36,264566.36
B001251,HON. G.K. BUTTERFIELD,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,86.56,86.56
B001251,HON. G.K. BUTTERFIELD,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,233093.05,233093.05
B001251,HON. G.K. BUTTERFIELD,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10403.11,10403.11
B001251,HON. G.K. BUTTERFIELD,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,24919.29,24919.29
B001251,HON. G.K. BUTTERFIELD,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,144.24,144.24
B001251,HON. G.K. BUTTERFIELD,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6646.5,6646.5
B001251,HON. G.K. BUTTERFIELD,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2607.55,2607.55
B001251,HON. G.K. BUTTERFIELD,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,553.02,553.02
B001251,HON. G.K. BUTTERFIELD,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,278453.32,278453.32
B001251,HON. G.K. BUTTERFIELD,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,278453.32,278453.32
B001289,HON. BRADLEY BYRNE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,841.71,841.71
B001289,HON. BRADLEY BYRNE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,229437.37,229437.37
B001289,HON. BRADLEY BYRNE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2868.02,2868.02
B001289,HON. BRADLEY BYRNE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28363.9,28363.9
B001289,HON. BRADLEY BYRNE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1354.36,1354.36
B001289,HON. BRADLEY BYRNE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9632.47,9632.47
B001289,HON. BRADLEY BYRNE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1363.62,1363.62
B001289,HON. BRADLEY BYRNE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,592,592
B001289,HON. BRADLEY BYRNE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,274453.45,274453.45
B001289,HON. BRADLEY BYRNE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,274453.45,274453.45
C000059,HON. KEN CALVERT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,207.73,207.73
C000059,HON. KEN CALVERT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,203381.47,203381.47
C000059,HON. KEN CALVERT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17612.34,17612.34
C000059,HON. KEN CALVERT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18753.13,18753.13
C000059,HON. KEN CALVERT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,354.9,354.9
C000059,HON. KEN CALVERT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11615,11615
C000059,HON. KEN CALVERT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5320.12,5320.12
C000059,HON. KEN CALVERT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1839,1839
C000059,HON. KEN CALVERT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,259083.69,259083.69
C000059,HON. KEN CALVERT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,259083.69,259083.69
C001037,HON. MICHAEL E. CAPUANO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,25.34,25.34
C001037,HON. MICHAEL E. CAPUANO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,248256.32,248256.32
C001037,HON. MICHAEL E. CAPUANO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1648.14,1648.14
C001037,HON. MICHAEL E. CAPUANO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22945.77,22945.77
C001037,HON. MICHAEL E. CAPUANO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,127.5,127.5
C001037,HON. MICHAEL E. CAPUANO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11455.45,11455.45
C001037,HON. MICHAEL E. CAPUANO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1248.17,1248.17
C001037,HON. MICHAEL E. CAPUANO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,797.8,797.8
C001037,HON. MICHAEL E. CAPUANO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,286504.49,286504.49
C001037,HON. MICHAEL E. CAPUANO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,286504.49,286504.49
C001112,HON. SALUD O. CARBAJAL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,503.45,503.45
C001112,HON. SALUD O. CARBAJAL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,210661.11,210661.11
C001112,HON. SALUD O. CARBAJAL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10255.63,10255.63
C001112,HON. SALUD O. CARBAJAL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20709.39,20709.39
C001112,HON. SALUD O. CARBAJAL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,867.1,867.1
C001112,HON. SALUD O. CARBAJAL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,15357.5,15357.5
